seq1	seq2	score	gap_open	gap_extend	label
prot-0587	prot-0606	32.0	9	3	Positive
prot-0589	prot-0591	27.0	9	3	Positive
prot-0590	prot-0610	35.0	9	3	Positive
prot-0592	prot-0601	28.0	9	3	Positive
prot-0594	prot-0596	31.0	9	3	Positive
prot-0595	prot-0620	30.0	9	3	Positive
prot-0597	prot-0621	26.0	9	3	Positive
prot-0600	prot-0605	24.0	9	3	Positive
prot-0602	prot-0616	25.0	9	3	Positive
prot-0605	prot-0615	31.0	9	3	Positive
prot-0609	prot-0611	51.0	9	3	Positive
prot-0614	prot-0616	99.0	9	3	Positive
prot-0659	prot-0661	31.0	9	3	Positive
prot-0735	prot-0736	35.0	9	3	Positive
prot-0776	prot-0779	267.0	9	3	Positive
prot-0829	prot-0832	48.0	9	3	Positive
prot-0860	prot-0862	30.0	9	3	Positive
prot-0018	prot-0198	29.0	9	3	Negative
prot-0035	prot-0071	22.0	9	3	Negative
prot-0056	prot-0826	18.0	9	3	Negative
prot-0075	prot-0561	22.0	9	3	Negative
prot-0093	prot-0091	28.0	9	3	Negative
prot-0110	prot-0613	22.0	9	3	Negative
prot-0131	prot-0547	38.0	9	3	Negative
prot-0148	prot-0369	16.0	9	3	Negative
prot-0166	prot-0839	18.0	9	3	Negative
prot-0186	prot-0014	16.0	9	3	Negative
prot-0206	prot-0313	32.0	9	3	Negative
prot-0228	prot-0121	15.0	9	3	Negative
prot-0244	prot-0817	20.0	9	3	Negative
prot-0262	prot-0540	25.0	9	3	Negative
prot-0286	prot-0641	42.0	9	3	Negative
prot-0305	prot-0785	29.0	9	3	Negative
prot-0326	prot-0712	21.0	9	3	Negative
prot-0346	prot-0063	27.0	9	3	Negative
prot-0363	prot-0345	27.0	9	3	Negative
prot-0380	prot-0553	27.0	9	3	Negative
prot-0397	prot-0470	39.0	9	3	Negative
prot-0414	prot-0903	25.0	9	3	Negative
prot-0431	prot-0093	22.0	9	3	Negative
prot-0446	prot-0424	41.0	9	3	Negative
prot-0469	prot-0609	32.0	9	3	Negative
prot-0486	prot-0314	20.0	9	3	Negative
prot-0503	prot-0454	28.0	9	3	Negative
prot-0520	prot-0088	23.0	9	3	Negative
prot-0536	prot-0452	26.0	9	3	Negative
prot-0552	prot-0460	29.0	9	3	Negative
prot-0571	prot-0711	37.0	9	3	Negative
prot-0595	prot-0503	29.0	9	3	Negative
prot-0616	prot-0819	26.0	9	3	Negative
prot-0631	prot-0386	36.0	9	3	Negative
prot-0648	prot-0022	21.0	9	3	Negative
prot-0665	prot-0100	33.0	9	3	Negative
prot-0682	prot-0873	20.0	9	3	Negative
prot-0699	prot-0760	29.0	9	3	Negative
prot-0716	prot-0710	22.0	9	3	Negative
prot-0734	prot-0108	20.0	9	3	Negative
prot-0750	prot-0875	18.0	9	3	Negative
prot-0772	prot-0886	23.0	9	3	Negative
prot-0791	prot-0245	25.0	9	3	Negative
prot-0805	prot-0261	29.0	9	3	Negative
prot-0821	prot-0591	31.0	9	3	Negative
prot-0843	prot-0026	28.0	9	3	Negative
prot-0860	prot-0510	21.0	9	3	Negative
prot-0878	prot-0524	15.0	9	3	Negative
prot-0900	prot-0264	25.0	9	3	Negative
prot-0915	prot-0407	24.0	9	3	Negative
prot-0004	prot-0008	27.0	9	4	Positive
prot-0031	prot-0034	33.0	9	4	Positive
prot-0047	prot-0050	24.0	9	4	Positive
prot-0065	prot-0069	51.0	9	4	Positive
prot-0077	prot-0082	46.0	9	4	Positive
prot-0098	prot-0102	25.0	9	4	Positive
prot-0124	prot-0125	32.0	9	4	Positive
prot-0166	prot-0177	22.0	9	4	Positive
prot-0170	prot-0173	22.0	9	4	Positive
prot-0175	prot-0178	26.0	9	4	Positive
prot-0187	prot-0190	23.0	9	4	Positive
prot-0240	prot-0242	29.0	9	4	Positive
prot-0271	prot-0275	39.0	9	4	Positive
prot-0298	prot-0300	29.0	9	4	Positive
prot-0326	prot-0327	64.0	9	4	Positive
prot-0354	prot-0355	27.0	9	4	Positive
prot-0357	prot-0360	25.0	9	4	Positive
prot-0361	prot-0364	32.0	9	4	Positive
prot-0369	prot-0370	37.0	9	4	Positive
prot-0380	prot-0384	43.0	9	4	Positive
prot-0384	prot-0392	33.0	9	4	Positive
prot-0410	prot-0412	31.0	9	4	Positive
prot-0459	prot-0461	33.0	9	4	Positive
prot-0465	prot-0466	29.0	9	4	Positive
prot-0484	prot-0485	61.0	9	4	Positive
prot-0507	prot-0509	24.0	9	4	Positive
prot-0533	prot-0534	40.0	9	4	Positive
prot-0570	prot-0572	41.0	9	4	Positive
prot-0580	prot-0615	26.0	9	4	Positive
prot-0582	prot-0586	28.0	9	4	Positive
prot-0583	prot-0598	34.0	9	4	Positive
prot-0584	prot-0611	30.0	9	4	Positive
prot-0586	prot-0590	41.0	9	4	Positive
prot-0587	prot-0606	31.0	9	4	Positive
prot-0589	prot-0591	25.0	9	4	Positive
prot-0590	prot-0610	35.0	9	4	Positive
prot-0592	prot-0601	28.0	9	4	Positive
prot-0594	prot-0596	31.0	9	4	Positive
prot-0595	prot-0620	30.0	9	4	Positive
prot-0597	prot-0621	26.0	9	4	Positive
prot-0600	prot-0605	24.0	9	4	Positive
prot-0602	prot-0616	25.0	9	4	Positive
prot-0605	prot-0615	31.0	9	4	Positive
prot-0609	prot-0611	49.0	9	4	Positive
prot-0614	prot-0616	97.0	9	4	Positive
prot-0659	prot-0661	31.0	9	4	Positive
prot-0735	prot-0736	35.0	9	4	Positive
prot-0776	prot-0779	262.0	9	4	Positive
prot-0829	prot-0832	46.0	9	4	Positive
prot-0860	prot-0862	30.0	9	4	Positive
prot-0018	prot-0198	29.0	9	4	Negative
prot-0035	prot-0071	22.0	9	4	Negative
prot-0056	prot-0826	18.0	9	4	Negative
prot-0075	prot-0561	22.0	9	4	Negative
prot-0093	prot-0091	28.0	9	4	Negative
prot-0110	prot-0613	22.0	9	4	Negative
prot-0131	prot-0547	37.0	9	4	Negative
prot-0148	prot-0369	16.0	9	4	Negative
prot-0166	prot-0839	18.0	9	4	Negative
prot-0186	prot-0014	16.0	9	4	Negative
prot-0206	prot-0313	32.0	9	4	Negative
prot-0228	prot-0121	15.0	9	4	Negative
prot-0244	prot-0817	20.0	9	4	Negative
prot-0262	prot-0540	25.0	9	4	Negative
prot-0286	prot-0641	42.0	9	4	Negative
prot-0305	prot-0785	29.0	9	4	Negative
prot-0326	prot-0712	21.0	9	4	Negative
prot-0346	prot-0063	27.0	9	4	Negative
prot-0363	prot-0345	27.0	9	4	Negative
prot-0380	prot-0553	27.0	9	4	Negative
prot-0397	prot-0470	39.0	9	4	Negative
prot-0414	prot-0903	25.0	9	4	Negative
prot-0431	prot-0093	22.0	9	4	Negative
prot-0446	prot-0424	41.0	9	4	Negative
prot-0469	prot-0609	32.0	9	4	Negative
prot-0486	prot-0314	20.0	9	4	Negative
prot-0503	prot-0454	28.0	9	4	Negative
prot-0520	prot-0088	23.0	9	4	Negative
prot-0536	prot-0452	26.0	9	4	Negative
prot-0552	prot-0460	29.0	9	4	Negative
prot-0571	prot-0711	35.0	9	4	Negative
prot-0595	prot-0503	29.0	9	4	Negative
prot-0616	prot-0819	26.0	9	4	Negative
prot-0631	prot-0386	36.0	9	4	Negative
prot-0648	prot-0022	21.0	9	4	Negative
prot-0665	prot-0100	32.0	9	4	Negative
prot-0682	prot-0873	20.0	9	4	Negative
prot-0699	prot-0760	29.0	9	4	Negative
prot-0716	prot-0710	22.0	9	4	Negative
prot-0734	prot-0108	20.0	9	4	Negative
prot-0750	prot-0875	18.0	9	4	Negative
prot-0772	prot-0886	23.0	9	4	Negative
prot-0791	prot-0245	25.0	9	4	Negative
prot-0805	prot-0261	29.0	9	4	Negative
prot-0821	prot-0591	31.0	9	4	Negative
prot-0843	prot-0026	28.0	9	4	Negative
prot-0860	prot-0510	21.0	9	4	Negative
prot-0878	prot-0524	15.0	9	4	Negative
prot-0900	prot-0264	25.0	9	4	Negative
prot-0915	prot-0407	24.0	9	4	Negative
prot-0004	prot-0008	27.0	9	5	Positive
prot-0031	prot-0034	32.0	9	5	Positive
prot-0047	prot-0050	24.0	9	5	Positive
prot-0065	prot-0069	50.0	9	5	Positive
prot-0077	prot-0082	46.0	9	5	Positive
prot-0098	prot-0102	25.0	9	5	Positive
prot-0124	prot-0125	32.0	9	5	Positive
prot-0166	prot-0177	22.0	9	5	Positive
prot-0170	prot-0173	22.0	9	5	Positive
prot-0175	prot-0178	26.0	9	5	Positive
prot-0187	prot-0190	23.0	9	5	Positive
prot-0240	prot-0242	29.0	9	5	Positive
prot-0271	prot-0275	39.0	9	5	Positive
prot-0298	prot-0300	29.0	9	5	Positive
prot-0326	prot-0327	63.0	9	5	Positive
prot-0354	prot-0355	27.0	9	5	Positive
prot-0357	prot-0360	25.0	9	5	Positive
prot-0361	prot-0364	32.0	9	5	Positive
prot-0369	prot-0370	37.0	9	5	Positive
prot-0380	prot-0384	43.0	9	5	Positive
prot-0384	prot-0392	33.0	9	5	Positive
prot-0410	prot-0412	31.0	9	5	Positive
prot-0459	prot-0461	33.0	9	5	Positive
prot-0465	prot-0466	29.0	9	5	Positive
prot-0484	prot-0485	61.0	9	5	Positive
prot-0507	prot-0509	24.0	9	5	Positive
prot-0533	prot-0534	39.0	9	5	Positive
prot-0570	prot-0572	41.0	9	5	Positive
prot-0580	prot-0615	26.0	9	5	Positive
prot-0582	prot-0586	28.0	9	5	Positive
prot-0583	prot-0598	32.0	9	5	Positive
prot-0584	prot-0611	30.0	9	5	Positive
prot-0586	prot-0590	40.0	9	5	Positive
prot-0587	prot-0606	31.0	9	5	Positive
prot-0589	prot-0591	25.0	9	5	Positive
prot-0590	prot-0610	35.0	9	5	Positive
prot-0592	prot-0601	28.0	9	5	Positive
prot-0594	prot-0596	31.0	9	5	Positive
prot-0595	prot-0620	30.0	9	5	Positive
prot-0597	prot-0621	26.0	9	5	Positive
prot-0600	prot-0605	24.0	9	5	Positive
prot-0602	prot-0616	25.0	9	5	Positive
prot-0605	prot-0615	31.0	9	5	Positive
prot-0609	prot-0611	48.0	9	5	Positive
prot-0614	prot-0616	95.0	9	5	Positive
prot-0659	prot-0661	31.0	9	5	Positive
prot-0735	prot-0736	35.0	9	5	Positive
prot-0776	prot-0779	257.0	9	5	Positive
prot-0829	prot-0832	46.0	9	5	Positive
prot-0860	prot-0862	30.0	9	5	Positive
prot-0018	prot-0198	29.0	9	5	Negative
prot-0035	prot-0071	22.0	9	5	Negative
prot-0056	prot-0826	18.0	9	5	Negative
prot-0075	prot-0561	22.0	9	5	Negative
prot-0093	prot-0091	28.0	9	5	Negative
prot-0110	prot-0613	22.0	9	5	Negative
prot-0131	prot-0547	36.0	9	5	Negative
prot-0148	prot-0369	16.0	9	5	Negative
prot-0166	prot-0839	18.0	9	5	Negative
prot-0186	prot-0014	16.0	9	5	Negative
prot-0206	prot-0313	32.0	9	5	Negative
prot-0228	prot-0121	15.0	9	5	Negative
prot-0244	prot-0817	20.0	9	5	Negative
prot-0262	prot-0540	25.0	9	5	Negative
prot-0286	prot-0641	42.0	9	5	Negative
prot-0305	prot-0785	29.0	9	5	Negative
prot-0326	prot-0712	21.0	9	5	Negative
prot-0346	prot-0063	27.0	9	5	Negative
prot-0363	prot-0345	27.0	9	5	Negative
prot-0380	prot-0553	27.0	9	5	Negative
prot-0397	prot-0470	39.0	9	5	Negative
prot-0414	prot-0903	25.0	9	5	Negative
prot-0431	prot-0093	22.0	9	5	Negative
prot-0446	prot-0424	41.0	9	5	Negative
prot-0469	prot-0609	32.0	9	5	Negative
prot-0486	prot-0314	20.0	9	5	Negative
prot-0503	prot-0454	28.0	9	5	Negative
prot-0520	prot-0088	23.0	9	5	Negative
prot-0536	prot-0452	26.0	9	5	Negative
prot-0552	prot-0460	29.0	9	5	Negative
prot-0571	prot-0711	34.0	9	5	Negative
prot-0595	prot-0503	29.0	9	5	Negative
prot-0616	prot-0819	26.0	9	5	Negative
prot-0631	prot-0386	36.0	9	5	Negative
prot-0648	prot-0022	21.0	9	5	Negative
prot-0665	prot-0100	32.0	9	5	Negative
prot-0682	prot-0873	20.0	9	5	Negative
prot-0699	prot-0760	29.0	9	5	Negative
prot-0716	prot-0710	22.0	9	5	Negative
prot-0734	prot-0108	20.0	9	5	Negative
prot-0750	prot-0875	18.0	9	5	Negative
prot-0772	prot-0886	23.0	9	5	Negative
prot-0791	prot-0245	25.0	9	5	Negative
prot-0805	prot-0261	29.0	9	5	Negative
prot-0821	prot-0591	31.0	9	5	Negative
prot-0843	prot-0026	28.0	9	5	Negative
prot-0860	prot-0510	21.0	9	5	Negative
prot-0878	prot-0524	15.0	9	5	Negative
prot-0900	prot-0264	25.0	9	5	Negative
prot-0915	prot-0407	24.0	9	5	Negative
prot-0004	prot-0008	27.0	10	1	Positive
prot-0031	prot-0034	36.0	10	1	Positive
prot-0047	prot-0050	28.0	10	1	Positive
prot-0065	prot-0069	53.0	10	1	Positive
prot-0077	prot-0082	57.0	10	1	Positive
prot-0098	prot-0102	25.0	10	1	Positive
prot-0124	prot-0125	32.0	10	1	Positive
prot-0166	prot-0177	22.0	10	1	Positive
prot-0170	prot-0173	22.0	10	1	Positive
prot-0175	prot-0178	26.0	10	1	Positive
prot-0187	prot-0190	27.0	10	1	Positive
prot-0240	prot-0242	28.0	10	1	Positive
prot-0271	prot-0275	40.0	10	1	Positive
prot-0298	prot-0300	30.0	10	1	Positive
prot-0326	prot-0327	92.0	10	1	Positive
prot-0354	prot-0355	26.0	10	1	Positive
prot-0357	prot-0360	25.0	10	1	Positive
prot-0361	prot-0364	37.0	10	1	Positive
prot-0369	prot-0370	37.0	10	1	Positive
prot-0380	prot-0384	43.0	10	1	Positive
prot-0384	prot-0392	35.0	10	1	Positive
prot-0410	prot-0412	31.0	10	1	Positive
prot-0459	prot-0461	32.0	10	1	Positive
prot-0465	prot-0466	35.0	10	1	Positive
prot-0484	prot-0485	83.0	10	1	Positive
prot-0507	prot-0509	26.0	10	1	Positive
prot-0533	prot-0534	42.0	10	1	Positive
prot-0570	prot-0572	42.0	10	1	Positive
prot-0580	prot-0615	28.0	10	1	Positive
prot-0582	prot-0586	29.0	10	1	Positive
prot-0583	prot-0598	40.0	10	1	Positive
prot-0584	prot-0611	32.0	10	1	Positive
prot-0586	prot-0590	41.0	10	1	Positive
prot-0587	prot-0606	37.0	10	1	Positive
prot-0589	prot-0591	30.0	10	1	Positive
prot-0590	prot-0610	34.0	10	1	Positive
prot-0592	prot-0601	29.0	10	1	Positive
prot-0594	prot-0596	31.0	10	1	Positive
prot-0595	prot-0620	30.0	10	1	Positive
prot-0597	prot-0621	26.0	10	1	Positive
prot-0600	prot-0605	24.0	10	1	Positive
prot-0602	prot-0616	25.0	10	1	Positive
prot-0605	prot-0615	31.0	10	1	Positive
prot-0609	prot-0611	51.0	10	1	Positive
prot-0614	prot-0616	109.0	10	1	Positive
prot-0659	prot-0661	31.0	10	1	Positive
prot-0735	prot-0736	35.0	10	1	Positive
prot-0776	prot-0779	275.0	10	1	Positive
prot-0829	prot-0832	56.0	10	1	Positive
prot-0860	prot-0862	32.0	10	1	Positive
prot-0018	prot-0198	31.0	10	1	Negative
prot-0035	prot-0071	22.0	10	1	Negative
prot-0056	prot-0826	18.0	10	1	Negative
prot-0075	prot-0561	22.0	10	1	Negative
prot-0093	prot-0091	29.0	10	1	Negative
prot-0110	prot-0613	23.0	10	1	Negative
prot-0131	prot-0547	38.0	10	1	Negative
prot-0148	prot-0369	16.0	10	1	Negative
prot-0166	prot-0839	18.0	10	1	Negative
prot-0186	prot-0014	16.0	10	1	Negative
prot-0206	prot-0313	35.0	10	1	Negative
prot-0228	prot-0121	15.0	10	1	Negative
prot-0244	prot-0817	20.0	10	1	Negative
prot-0262	prot-0540	25.0	10	1	Negative
prot-0286	prot-0641	42.0	10	1	Negative
prot-0305	prot-0785	29.0	10	1	Negative
prot-0326	prot-0712	21.0	10	1	Negative
prot-0346	prot-0063	26.0	10	1	Negative
prot-0363	prot-0345	27.0	10	1	Negative
prot-0380	prot-0553	27.0	10	1	Negative
prot-0397	prot-0470	44.0	10	1	Negative
prot-0414	prot-0903	25.0	10	1	Negative
prot-0431	prot-0093	22.0	10	1	Negative
prot-0446	prot-0424	41.0	10	1	Negative
prot-0469	prot-0609	32.0	10	1	Negative
prot-0486	prot-0314	20.0	10	1	Negative
prot-0503	prot-0454	28.0	10	1	Negative
prot-0520	prot-0088	25.0	10	1	Negative
prot-0536	prot-0452	26.0	10	1	Negative
prot-0552	prot-0460	28.0	10	1	Negative
prot-0571	prot-0711	37.0	10	1	Negative
prot-0595	prot-0503	29.0	10	1	Negative
prot-0616	prot-0819	26.0	10	1	Negative
prot-0631	prot-0386	36.0	10	1	Negative
prot-0648	prot-0022	21.0	10	1	Negative
prot-0665	prot-0100	34.0	10	1	Negative
prot-0682	prot-0873	21.0	10	1	Negative
prot-0699	prot-0760	29.0	10	1	Negative
prot-0716	prot-0710	22.0	10	1	Negative
prot-0734	prot-0108	20.0	10	1	Negative
prot-0750	prot-0875	18.0	10	1	Negative
prot-0772	prot-0886	25.0	10	1	Negative
prot-0791	prot-0245	25.0	10	1	Negative
prot-0805	prot-0261	29.0	10	1	Negative
prot-0821	prot-0591	30.0	10	1	Negative
prot-0843	prot-0026	28.0	10	1	Negative
prot-0860	prot-0510	21.0	10	1	Negative
prot-0878	prot-0524	15.0	10	1	Negative
prot-0900	prot-0264	26.0	10	1	Negative
prot-0915	prot-0407	25.0	10	1	Negative
prot-0004	prot-0008	27.0	10	2	Positive
prot-0031	prot-0034	34.0	10	2	Positive
prot-0047	prot-0050	26.0	10	2	Positive
prot-0065	prot-0069	52.0	10	2	Positive
prot-0077	prot-0082	46.0	10	2	Positive
prot-0098	prot-0102	25.0	10	2	Positive
prot-0124	prot-0125	32.0	10	2	Positive
prot-0166	prot-0177	22.0	10	2	Positive
prot-0170	prot-0173	22.0	10	2	Positive
prot-0175	prot-0178	26.0	10	2	Positive
prot-0187	prot-0190	23.0	10	2	Positive
prot-0240	prot-0242	28.0	10	2	Positive
prot-0271	prot-0275	39.0	10	2	Positive
prot-0298	prot-0300	29.0	10	2	Positive
prot-0326	prot-0327	82.0	10	2	Positive
prot-0354	prot-0355	26.0	10	2	Positive
prot-0357	prot-0360	25.0	10	2	Positive
prot-0361	prot-0364	34.0	10	2	Positive
prot-0369	prot-0370	37.0	10	2	Positive
prot-0380	prot-0384	43.0	10	2	Positive
prot-0384	prot-0392	34.0	10	2	Positive
prot-0410	prot-0412	31.0	10	2	Positive
prot-0459	prot-0461	32.0	10	2	Positive
prot-0465	prot-0466	29.0	10	2	Positive
prot-0484	prot-0485	75.0	10	2	Positive
prot-0507	prot-0509	24.0	10	2	Positive
prot-0533	prot-0534	41.0	10	2	Positive
prot-0570	prot-0572	40.0	10	2	Positive
prot-0580	prot-0615	26.0	10	2	Positive
prot-0582	prot-0586	28.0	10	2	Positive
prot-0583	prot-0598	36.0	10	2	Positive
prot-0584	prot-0611	30.0	10	2	Positive
prot-0586	prot-0590	40.0	10	2	Positive
prot-0587	prot-0606	34.0	10	2	Positive
prot-0589	prot-0591	28.0	10	2	Positive
prot-0590	prot-0610	34.0	10	2	Positive
prot-0592	prot-0601	27.0	10	2	Positive
prot-0594	prot-0596	31.0	10	2	Positive
prot-0595	prot-0620	30.0	10	2	Positive
prot-0597	prot-0621	26.0	10	2	Positive
prot-0600	prot-0605	24.0	10	2	Positive
prot-0602	prot-0616	25.0	10	2	Positive
prot-0605	prot-0615	31.0	10	2	Positive
prot-0609	prot-0611	50.0	10	2	Positive
prot-0614	prot-0616	99.0	10	2	Positive
prot-0659	prot-0661	31.0	10	2	Positive
prot-0735	prot-0736	35.0	10	2	Positive
prot-0776	prot-0779	270.0	10	2	Positive
prot-0829	prot-0832	51.0	10	2	Positive
prot-0860	prot-0862	30.0	10	2	Positive
prot-0018	prot-0198	29.0	10	2	Negative
prot-0035	prot-0071	22.0	10	2	Negative
prot-0056	prot-0826	18.0	10	2	Negative
prot-0075	prot-0561	22.0	10	2	Negative
prot-0093	prot-0091	28.0	10	2	Negative
prot-0110	prot-0613	22.0	10	2	Negative
prot-0131	prot-0547	37.0	10	2	Negative
prot-0148	prot-0369	16.0	10	2	Negative
prot-0166	prot-0839	18.0	10	2	Negative
prot-0186	prot-0014	16.0	10	2	Negative
prot-0206	prot-0313	31.0	10	2	Negative
prot-0228	prot-0121	15.0	10	2	Negative
prot-0244	prot-0817	20.0	10	2	Negative
prot-0262	prot-0540	25.0	10	2	Negative
prot-0286	prot-0641	42.0	10	2	Negative
prot-0305	prot-0785	29.0	10	2	Negative
prot-0326	prot-0712	21.0	10	2	Negative
prot-0346	prot-0063	26.0	10	2	Negative
prot-0363	prot-0345	27.0	10	2	Negative
prot-0380	prot-0553	27.0	10	2	Negative
prot-0397	prot-0470	39.0	10	2	Negative
prot-0414	prot-0903	25.0	10	2	Negative
prot-0431	prot-0093	22.0	10	2	Negative
prot-0446	prot-0424	41.0	10	2	Negative
prot-0469	prot-0609	32.0	10	2	Negative
prot-0486	prot-0314	20.0	10	2	Negative
prot-0503	prot-0454	28.0	10	2	Negative
prot-0520	prot-0088	23.0	10	2	Negative
prot-0536	prot-0452	26.0	10	2	Negative
prot-0552	prot-0460	28.0	10	2	Negative
prot-0571	prot-0711	35.0	10	2	Negative
prot-0595	prot-0503	29.0	10	2	Negative
prot-0616	prot-0819	26.0	10	2	Negative
prot-0631	prot-0386	36.0	10	2	Negative
prot-0648	prot-0022	21.0	10	2	Negative
prot-0665	prot-0100	32.0	10	2	Negative
prot-0682	prot-0873	20.0	10	2	Negative
prot-0699	prot-0760	29.0	10	2	Negative
prot-0716	prot-0710	22.0	10	2	Negative
prot-0734	prot-0108	20.0	10	2	Negative
prot-0750	prot-0875	18.0	10	2	Negative
prot-0772	prot-0886	23.0	10	2	Negative
prot-0791	prot-0245	24.0	10	2	Negative
prot-0805	prot-0261	29.0	10	2	Negative
prot-0821	prot-0591	30.0	10	2	Negative
prot-0843	prot-0026	28.0	10	2	Negative
prot-0860	prot-0510	21.0	10	2	Negative
prot-0878	prot-0524	15.0	10	2	Negative
prot-0900	prot-0264	25.0	10	2	Negative
prot-0915	prot-0407	24.0	10	2	Negative
prot-0004	prot-0008	27.0	10	3	Positive
prot-0031	prot-0034	32.0	10	3	Positive
prot-0047	prot-0050	24.0	10	3	Positive
prot-0065	prot-0069	51.0	10	3	Positive
prot-0077	prot-0082	46.0	10	3	Positive
prot-0098	prot-0102	25.0	10	3	Positive
prot-0124	prot-0125	32.0	10	3	Positive
prot-0166	prot-0177	22.0	10	3	Positive
prot-0170	prot-0173	22.0	10	3	Positive
prot-0175	prot-0178	26.0	10	3	Positive
prot-0187	prot-0190	23.0	10	3	Positive
prot-0240	prot-0242	28.0	10	3	Positive
prot-0271	prot-0275	38.0	10	3	Positive
prot-0298	prot-0300	29.0	10	3	Positive
prot-0326	prot-0327	72.0	10	3	Positive
prot-0354	prot-0355	26.0	10	3	Positive
prot-0357	prot-0360	25.0	10	3	Positive
prot-0361	prot-0364	31.0	10	3	Positive
prot-0369	prot-0370	37.0	10	3	Positive
prot-0380	prot-0384	43.0	10	3	Positive
prot-0384	prot-0392	33.0	10	3	Positive
prot-0410	prot-0412	31.0	10	3	Positive
prot-0459	prot-0461	32.0	10	3	Positive
prot-0465	prot-0466	29.0	10	3	Positive
prot-0484	prot-0485	67.0	10	3	Positive
prot-0507	prot-0509	24.0	10	3	Positive
prot-0533	prot-0534	40.0	10	3	Positive
prot-0570	prot-0572	40.0	10	3	Positive
prot-0580	prot-0615	26.0	10	3	Positive
prot-0582	prot-0586	28.0	10	3	Positive
prot-0583	prot-0598	34.0	10	3	Positive
prot-0584	prot-0611	30.0	10	3	Positive
prot-0586	prot-0590	39.0	10	3	Positive
prot-0587	prot-0606	31.0	10	3	Positive
prot-0589	prot-0591	26.0	10	3	Positive
prot-0590	prot-0610	34.0	10	3	Positive
prot-0592	prot-0601	27.0	10	3	Positive
prot-0594	prot-0596	31.0	10	3	Positive
prot-0595	prot-0620	30.0	10	3	Positive
prot-0597	prot-0621	26.0	10	3	Positive
prot-0600	prot-0605	24.0	10	3	Positive
prot-0602	prot-0616	25.0	10	3	Positive
prot-0605	prot-0615	31.0	10	3	Positive
prot-0609	prot-0611	49.0	10	3	Positive
prot-0614	prot-0616	97.0	10	3	Positive
prot-0659	prot-0661	31.0	10	3	Positive
prot-0735	prot-0736	35.0	10	3	Positive
prot-0776	prot-0779	265.0	10	3	Positive
prot-0829	prot-0832	46.0	10	3	Positive
prot-0860	prot-0862	30.0	10	3	Positive
prot-0018	prot-0198	29.0	10	3	Negative
prot-0035	prot-0071	22.0	10	3	Negative
prot-0056	prot-0826	18.0	10	3	Negative
prot-0075	prot-0561	22.0	10	3	Negative
prot-0093	prot-0091	27.0	10	3	Negative
prot-0110	prot-0613	22.0	10	3	Negative
prot-0131	prot-0547	36.0	10	3	Negative
prot-0148	prot-0369	16.0	10	3	Negative
prot-0166	prot-0839	18.0	10	3	Negative
prot-0186	prot-0014	16.0	10	3	Negative
prot-0206	prot-0313	31.0	10	3	Negative
prot-0228	prot-0121	15.0	10	3	Negative
prot-0244	prot-0817	20.0	10	3	Negative
prot-0262	prot-0540	25.0	10	3	Negative
prot-0286	prot-0641	42.0	10	3	Negative
prot-0305	prot-0785	29.0	10	3	Negative
prot-0326	prot-0712	21.0	10	3	Negative
prot-0346	prot-0063	26.0	10	3	Negative
prot-0363	prot-0345	27.0	10	3	Negative
prot-0380	prot-0553	27.0	10	3	Negative
prot-0397	prot-0470	39.0	10	3	Negative
prot-0414	prot-0903	25.0	10	3	Negative
prot-0431	prot-0093	22.0	10	3	Negative
prot-0446	prot-0424	41.0	10	3	Negative
prot-0469	prot-0609	32.0	10	3	Negative
prot-0486	prot-0314	20.0	10	3	Negative
prot-0503	prot-0454	28.0	10	3	Negative
prot-0520	prot-0088	23.0	10	3	Negative
prot-0536	prot-0452	26.0	10	3	Negative
prot-0552	prot-0460	28.0	10	3	Negative
prot-0571	prot-0711	34.0	10	3	Negative
prot-0595	prot-0503	29.0	10	3	Negative
prot-0616	prot-0819	26.0	10	3	Negative
prot-0631	prot-0386	36.0	10	3	Negative
prot-0648	prot-0022	21.0	10	3	Negative
prot-0665	prot-0100	30.0	10	3	Negative
prot-0682	prot-0873	20.0	10	3	Negative
prot-0699	prot-0760	29.0	10	3	Negative
prot-0716	prot-0710	22.0	10	3	Negative
prot-0734	prot-0108	20.0	10	3	Negative
prot-0750	prot-0875	18.0	10	3	Negative
prot-0772	prot-0886	23.0	10	3	Negative
prot-0791	prot-0245	24.0	10	3	Negative
prot-0805	prot-0261	29.0	10	3	Negative
prot-0821	prot-0591	30.0	10	3	Negative
prot-0843	prot-0026	28.0	10	3	Negative
prot-0860	prot-0510	21.0	10	3	Negative
prot-0878	prot-0524	15.0	10	3	Negative
prot-0900	prot-0264	25.0	10	3	Negative
prot-0915	prot-0407	24.0	10	3	Negative
prot-0004	prot-0008	27.0	10	4	Positive
prot-0031	prot-0034	32.0	10	4	Positive
prot-0047	prot-0050	23.0	10	4	Positive
prot-0065	prot-0069	50.0	10	4	Positive
prot-0077	prot-0082	46.0	10	4	Positive
prot-0098	prot-0102	25.0	10	4	Positive
prot-0124	prot-0125	32.0	10	4	Positive
prot-0166	prot-0177	22.0	10	4	Positive
prot-0170	prot-0173	22.0	10	4	Positive
prot-0175	prot-0178	26.0	10	4	Positive
prot-0187	prot-0190	23.0	10	4	Positive
prot-0240	prot-0242	28.0	10	4	Positive
prot-0271	prot-0275	37.0	10	4	Positive
prot-0298	prot-0300	29.0	10	4	Positive
prot-0326	prot-0327	63.0	10	4	Positive
